"","Pays","Sexe","Age","Taille"
"4423","Ireland","Boys",6.2,122.6
"4424","Ireland","Boys",11.4,150.5
"4425","Ireland","Boys",12,153.4
"4426","Ireland","Boys",15.9,173.1
"4427","Ireland","Boys",9.3,139.2
"4428","Ireland","Boys",14.5,169.5
"4429","Ireland","Boys",15.8,171.4
"4430","Ireland","Boys",8.3,134.5
"4431","Ireland","Boys",18.4,177.3
"4432","Ireland","Boys",5.6,122.7
"4433","Ireland","Boys",15.9,171.2
"4434","Ireland","Boys",12.7,158.9
"4435","Ireland","Boys",15.8,176.3
"4436","Ireland","Boys",11.7,154.5
"4437","Ireland","Boys",12.1,149.8
"4438","Ireland","Boys",8.8,136.1
"4439","Ireland","Boys",11.1,152
"4440","Ireland","Boys",12.9,161.9
"4441","Ireland","Boys",6.1,123
"4442","Ireland","Boys",9.5,138.6
"4443","Ireland","Boys",15.2,172.4
"4444","Ireland","Boys",18.8,177.8
"4445","Ireland","Boys",6.9,125
"4446","Ireland","Boys",7.1,125.9
"4447","Ireland","Boys",18.5,175.6
"4448","Ireland","Boys",18.7,178
"4449","Ireland","Boys",12.7,159.4
"4450","Ireland","Boys",18.6,178.5
"4451","Ireland","Boys",16.1,175.3
"4452","Ireland","Boys",6.7,127.9
"4453","Ireland","Boys",16.6,172.1
"4454","Ireland","Boys",18.4,174.2
"4455","Ireland","Boys",6.9,124.5
"4456","Ireland","Boys",11.5,150.5
"4457","Ireland","Boys",8.7,133.8
"4458","Ireland","Boys",16.2,178.5
"4459","Ireland","Boys",12.7,153.4
"4460","Ireland","Boys",12.2,155.9
"4461","Ireland","Boys",10.7,147.5
"4462","Ireland","Boys",10.3,146.4
"4463","Ireland","Boys",7.2,129.6
"4464","Ireland","Boys",14.2,165.5
"4465","Ireland","Boys",8.3,139.1
"4466","Ireland","Boys",18.8,177.3
"4467","Ireland","Boys",13.6,165.1
"4468","Ireland","Boys",16,177
"4469","Ireland","Boys",12,157.2
"4470","Ireland","Boys",6,121.5
"4471","Ireland","Boys",12.6,158.6
"4472","Ireland","Boys",15.8,174.8
"4473","Ireland","Boys",9.4,143.1
"4474","Ireland","Boys",17.9,177
"4475","Ireland","Boys",8.8,137.5
"4476","Ireland","Boys",7.9,132.1
"4477","Ireland","Boys",17.1,171.2
"4478","Ireland","Boys",9.8,141.2
"4479","Ireland","Boys",6.7,121
"4480","Ireland","Boys",8.6,133
"4481","Ireland","Boys",8.3,134.9
"4482","Ireland","Boys",17.3,185.2
"4483","Ireland","Boys",14,165.2
"4484","Ireland","Boys",14.5,169.1
"4485","Ireland","Boys",10.2,140.6
"4486","Ireland","Boys",15,174.3
"4487","Ireland","Boys",16.1,178.8
"4488","Ireland","Boys",10.7,145.5
"4489","Ireland","Boys",15.7,169
"4490","Ireland","Boys",12.8,158.1
"4491","Ireland","Boys",7.7,126.2
"4492","Ireland","Boys",6.5,123.3
"4493","Ireland","Boys",12.9,160.4
"4494","Ireland","Boys",15.7,175.6
"4495","Ireland","Boys",6,117.4
"4496","Ireland","Boys",9.2,139.2
"4497","Ireland","Boys",16.7,170.7
"4498","Ireland","Boys",14.1,170
"4499","Ireland","Boys",7.2,128.6
"4500","Ireland","Boys",8.8,131.4
"4501","Ireland","Boys",15.6,171.9
"4502","Ireland","Boys",15.6,174.2
"4503","Ireland","Boys",15.6,178.1
"4504","Ireland","Boys",16.7,176.1
"4505","Ireland","Boys",6.7,128.3
"4506","Ireland","Boys",15.3,175.9
"4507","Ireland","Boys",9.6,134
"4508","Ireland","Boys",9.7,141.6
"4509","Ireland","Boys",18.2,180.8
"4510","Ireland","Boys",17.1,173
"4511","Ireland","Boys",12.1,154.6
"4512","Ireland","Boys",11.9,155.4
"4513","Ireland","Boys",18.2,178.7
"4514","Ireland","Boys",5.6,120.1
"4515","Ireland","Boys",14.6,168.9
"4516","Ireland","Boys",19,178.7
"4517","Ireland","Boys",5.6,119.7
"4518","Ireland","Boys",18.7,175.2
"4519","Ireland","Boys",11.2,149.8
"4520","Ireland","Boys",11.3,145.9
"4521","Ireland","Boys",14.3,173.2
"4522","Ireland","Boys",17.1,172.7
"4523","Ireland","Boys",8.8,132.2
"4524","Ireland","Boys",5.7,114.3
"4525","Ireland","Boys",9.7,146.2
"4526","Ireland","Boys",8.1,133.1
"4527","Ireland","Boys",18.1,178
"4528","Ireland","Boys",18.3,177
"4529","Ireland","Boys",12.7,158.3
"4530","Ireland","Boys",15.4,173.3
"4531","Ireland","Boys",16,176.8
"4532","Ireland","Boys",9.7,138.2
"4533","Ireland","Boys",7.3,126.4
"4534","Ireland","Boys",12.7,157.5
"4535","Ireland","Boys",15.6,175.3
"4536","Ireland","Boys",12,150.5
"4537","Ireland","Boys",7.8,128.9
"4538","Ireland","Boys",14.6,171.4
"4539","Ireland","Boys",7.1,126.4
"4540","Ireland","Boys",7.3,125.9
"4541","Ireland","Boys",10.7,149.6
"4542","Ireland","Boys",7.7,129.1
"4543","Ireland","Boys",6.9,130.9
"4544","Ireland","Boys",5.1,112.9
"4545","Ireland","Boys",8.9,138
"4546","Ireland","Boys",7.7,133.5
"4547","Ireland","Boys",14,159.7
"4548","Ireland","Boys",11.2,151.4
"4549","Ireland","Boys",18.9,175.4
"4550","Ireland","Boys",6.5,120.3
"4551","Ireland","Boys",8.3,134.6
"4552","Ireland","Boys",16,180.5
"4553","Ireland","Boys",15.6,175.4
"4554","Ireland","Boys",6.1,122.9
"4555","Ireland","Boys",16.8,177.8
"4556","Ireland","Boys",6.4,122.5
"4557","Ireland","Boys",10.4,141.6
"4558","Ireland","Boys",12.6,154
"4559","Ireland","Boys",12.3,156.9
"4560","Ireland","Boys",6.9,127.1
"4561","Ireland","Boys",15.9,174.3
"4562","Ireland","Boys",7.3,127
"4563","Ireland","Boys",9.7,142.9
"4564","Ireland","Boys",12.2,156
"4565","Ireland","Boys",17.6,181.1
"4566","Ireland","Boys",5.7,119.1
"4567","Ireland","Boys",17.4,179.1
"4568","Ireland","Boys",14.3,167
"4569","Ireland","Boys",13.3,160
"4570","Ireland","Boys",18.3,176.4
"4571","Ireland","Boys",7.8,133.9
"4572","Ireland","Boys",7.1,126.8
"4573","Ireland","Boys",9.6,142.2
"4574","Ireland","Boys",10.1,145.5
"4575","Ireland","Boys",18.6,173.2
"4576","Ireland","Boys",7.1,124.7
"4577","Ireland","Boys",16.3,178.2
"4578","Ireland","Boys",9.3,136.3
"4579","Ireland","Boys",13.8,164.7
"4580","Ireland","Boys",13.8,166.7
"4581","Ireland","Boys",11.8,150.4
"4582","Ireland","Boys",17.9,175.4
"4583","Ireland","Boys",11.4,152.9
"4584","Ireland","Boys",11.3,151.8
"4585","Ireland","Boys",14.3,166.4
"4586","Ireland","Boys",15,170.7
"4587","Ireland","Boys",17.5,179.2
"4588","Ireland","Boys",7.3,127.5
"4589","Ireland","Boys",9.4,137.9
"4590","Ireland","Boys",9.4,137.1
"4591","Ireland","Boys",9.2,138.4
"4592","Ireland","Boys",7.1,127.2
"4593","Ireland","Boys",7.9,131.3
"4594","Ireland","Boys",17.3,174.6
"4595","Ireland","Boys",8.9,140.4
"4596","Ireland","Boys",16.1,172.7
"4597","Ireland","Boys",7.6,133
"4598","Ireland","Boys",10.8,143
"4599","Ireland","Boys",6.5,122.3
"4600","Ireland","Boys",5.5,120
"4601","Ireland","Boys",11.1,143.6
"4602","Ireland","Boys",7.6,131.2
"4603","Ireland","Boys",11.9,158.7
"4604","Ireland","Boys",13.4,164.2
"4605","Ireland","Boys",12.4,159.8
"4606","Ireland","Boys",6.2,121
"4607","Ireland","Boys",5.2,120.5
"4608","Ireland","Boys",17.7,175.6
"4609","Ireland","Boys",10.6,140.2
"4610","Ireland","Boys",17.7,177.7
"4611","Ireland","Boys",14.9,176.2
"4612","Ireland","Boys",6.4,128.6
"4613","Ireland","Boys",15.7,169.8
"4614","Ireland","Boys",8.3,136.9
"4615","Ireland","Boys",16.3,175.2
"4616","Ireland","Boys",10.1,138.2
"4617","Ireland","Boys",5.3,115.3
"4618","Ireland","Boys",16.2,180.3
"4619","Ireland","Boys",8.3,131.2
"4620","Ireland","Boys",16.5,175
"4621","Ireland","Boys",6.6,125.2
"4622","Ireland","Boys",8.6,132.8
"4623","Ireland","Boys",12.7,156.7
"4624","Ireland","Boys",6.6,122.1
"4625","Ireland","Boys",9.9,140.7
"4626","Ireland","Boys",15.6,178.7
"4627","Ireland","Boys",6.6,123.1
"4628","Ireland","Boys",6.2,123.6
"4629","Ireland","Boys",14.2,163.5
"4630","Ireland","Boys",5.9,119.9
"4631","Ireland","Boys",10.6,149.6
"4632","Ireland","Boys",8.6,139.3
"4633","Ireland","Boys",18.1,181
"4634","Ireland","Boys",10.1,136.3
"4635","Ireland","Boys",5.6,118.7
"4636","Ireland","Boys",15.1,169.3
"4637","Ireland","Boys",18.1,174.5
"4638","Ireland","Boys",11.9,150.1
"4639","Ireland","Boys",17.3,176.7
"4640","Ireland","Boys",5.6,117.9
"4641","Ireland","Boys",10,137.7
"4642","Ireland","Boys",9.7,141.1
"4643","Ireland","Boys",10.6,147.5
"4644","Ireland","Boys",18.6,172.1
"4645","Ireland","Boys",17,182.5
"4646","Ireland","Boys",13.6,170.7
"4647","Ireland","Boys",9.8,143.2
"4648","Ireland","Boys",13.7,167.2
"4649","Ireland","Boys",14,162.9
"4650","Ireland","Boys",8.7,136.6
"4651","Ireland","Boys",14.2,170.9
"4652","Ireland","Boys",5.1,116.9
"4653","Ireland","Boys",13.9,163.8
"4654","Ireland","Boys",5.2,114.1
"4655","Ireland","Boys",6.7,121
"4656","Ireland","Boys",15.3,178.8
"4657","Ireland","Boys",14.5,173.3
"4658","Ireland","Boys",7.5,125.7
"4659","Ireland","Boys",14.1,164.7
"4660","Ireland","Boys",16.2,175
"4661","Ireland","Boys",16.8,180
"4662","Ireland","Boys",12.1,155.2
"4663","Ireland","Boys",8,133.5
"4664","Ireland","Boys",7.7,128.6
"4665","Ireland","Boys",17.8,177.4
"4666","Ireland","Boys",15.2,171.6
"4667","Ireland","Boys",15.4,177.2
"4668","Ireland","Boys",10.2,142.2
"4669","Ireland","Boys",18.3,179.1
"4670","Ireland","Boys",11.6,151.1
"4671","Ireland","Boys",17.4,180.4
"4672","Ireland","Boys",14.1,166.5
"4673","Ireland","Boys",12.9,156.8
"4674","Ireland","Boys",7.4,130.8
"4675","Ireland","Boys",11.7,154.3
"4676","Ireland","Boys",13.7,165.7
"4677","Ireland","Boys",10.7,144.7
"4678","Ireland","Boys",14.8,171.2
"4679","Ireland","Boys",7.6,130.9
"4680","Ireland","Boys",9.6,138
"4681","Ireland","Boys",17.4,173.9
"4682","Ireland","Boys",11.9,155.3
"4683","Ireland","Boys",11.7,153.8
"4684","Ireland","Boys",9.1,136.6
"4685","Ireland","Boys",13.4,163
"4686","Ireland","Boys",9.4,139.2
"4687","Ireland","Boys",15.8,174.4
"4688","Ireland","Boys",6,120.4
"4689","Ireland","Boys",15.8,178
"4690","Ireland","Boys",9.8,142.7
"4691","Ireland","Boys",18.1,181.3
"4692","Ireland","Boys",6.4,123
"4693","Ireland","Boys",5.2,116.9
"4694","Ireland","Boys",18.6,178.7
"4695","Ireland","Boys",7.6,131.1
"4696","Ireland","Boys",15.8,167.5
"4697","Ireland","Boys",11.4,151.5
"4698","Ireland","Boys",11,143.3
"4699","Ireland","Boys",9,134.8
"4700","Ireland","Boys",14.5,166.1
"4701","Ireland","Boys",14.6,174.3
"4702","Ireland","Boys",16.3,167.1
"4703","Ireland","Boys",7.6,128.6
"4704","Ireland","Boys",6.4,122.2
"4705","Ireland","Boys",13.8,168.5
"4706","Ireland","Boys",16.1,176.4
"4707","Ireland","Boys",12.8,159.8
"4708","Ireland","Boys",11.4,149.1
"4709","Ireland","Boys",15.4,171.3
"4710","Ireland","Boys",13.8,164.9
"4711","Ireland","Boys",6,120
"4712","Ireland","Boys",15.7,169.4
"4713","Ireland","Boys",15,170.9
"4714","Ireland","Boys",9.5,139.6
"4715","Ireland","Boys",6.9,128.8
"4716","Ireland","Boys",7.3,127.6
"4717","Ireland","Boys",16.7,179.5
"4718","Ireland","Boys",7.8,126.5
"4719","Ireland","Boys",10.5,140
"4720","Ireland","Boys",16.8,180.5
"4721","Ireland","Boys",6.1,122.1
"4722","Ireland","Boys",8.8,138.2
"4723","Ireland","Boys",9.7,144.4
"4724","Ireland","Boys",9.6,141.9
"4725","Ireland","Boys",13.6,163.3
"4726","Ireland","Boys",7,125.3
"4727","Ireland","Boys",17.8,177.6
"4728","Ireland","Boys",14.7,168.1
"4729","Ireland","Boys",11,145
"4730","Ireland","Boys",14.1,164.1
"4731","Ireland","Boys",5.7,119.5
"4732","Ireland","Boys",16.3,175.6
"4733","Ireland","Boys",15.9,174.4
"4734","Ireland","Boys",11.7,155.5
"4735","Ireland","Boys",14.1,160.1
"4736","Ireland","Boys",15.6,180
"4737","Ireland","Boys",16.8,171.3
"4738","Ireland","Boys",14.7,171.8
"4739","Ireland","Boys",16.7,168.6
"4740","Ireland","Boys",11.6,151.7
"4741","Ireland","Boys",12.9,159.8
"4742","Ireland","Boys",11.8,156.8
"4743","Ireland","Boys",10,143.2
"4744","Ireland","Boys",8.8,133.9
"4745","Ireland","Boys",14.2,160.4
"4746","Ireland","Boys",18.8,173.6
"4747","Ireland","Boys",11,143
"4748","Ireland","Boys",6.5,118.3
"4749","Ireland","Boys",11.9,151.3
"4750","Ireland","Boys",11.6,155.2
"4751","Ireland","Boys",8.5,135.4
"4752","Ireland","Boys",7.2,128.1
"4753","Ireland","Boys",9,134.6
"4754","Ireland","Boys",15.7,170.8
"4755","Ireland","Boys",12.7,158.9
"4756","Ireland","Boys",7.5,127.4
"4757","Ireland","Boys",13.6,164.7
"4758","Ireland","Boys",15.7,171.1
"4759","Ireland","Boys",7.2,129
"4760","Ireland","Boys",7.6,125.5
"4761","Ireland","Boys",17.2,174.6
"4762","Ireland","Boys",7.7,130.2
"4763","Ireland","Boys",14,162.8
"4764","Ireland","Boys",7.6,131.3
"4765","Ireland","Boys",5.8,117.9
"4766","Ireland","Boys",17.1,180
"4767","Ireland","Boys",11.9,151.3
"4768","Ireland","Boys",10.2,137.6
"4769","Ireland","Boys",10.7,140.5
"4770","Ireland","Boys",10.2,142.2
"4771","Ireland","Boys",17.6,169.2
"4772","Ireland","Boys",10,139.5
"4773","Ireland","Boys",9.4,142.9
"4774","Ireland","Boys",12.2,154.9
"4775","Ireland","Boys",9.2,133.4
"4776","Ireland","Boys",5.9,120.2
"4777","Ireland","Boys",17.3,177.7
"4778","Ireland","Boys",6.5,120.5
"4779","Ireland","Boys",12.1,148.6
"4780","Ireland","Boys",15.4,177.9
"4781","Ireland","Boys",14.6,168.9
"4782","Ireland","Boys",7,125.8
"4783","Ireland","Boys",18.3,175.3
"4784","Ireland","Boys",5.6,115.3
"4785","Ireland","Boys",6.4,125.6
"4786","Ireland","Boys",13.4,161.9
"4787","Ireland","Boys",13.1,155.4
"4788","Ireland","Boys",11.5,153.8
"4789","Ireland","Boys",16,174.9
"4790","Ireland","Boys",10.1,137.3
"4791","Ireland","Boys",7.3,129.4
"4792","Ireland","Boys",10.4,139
"4793","Ireland","Boys",16.4,177.4
"4794","Ireland","Boys",13.2,163.4
"4795","Ireland","Boys",9.8,135.4
"4796","Ireland","Boys",8.3,131.5
"4797","Ireland","Boys",8.3,127.2
"4798","Ireland","Boys",6.4,125.8
"4799","Ireland","Boys",18.1,174.5
"4800","Ireland","Boys",11.4,150.6
"4801","Ireland","Boys",9.7,141.7
"4802","Ireland","Boys",17.4,178.3
"4803","Ireland","Boys",12.4,151.2
"4804","Ireland","Boys",10.7,147.6
"4805","Ireland","Boys",7.9,130.9
"4806","Ireland","Boys",8.8,135.7
"4807","Ireland","Boys",15.8,168.9
"4808","Ireland","Boys",14.4,167.1
"4809","Ireland","Boys",7.7,131.7
"4810","Ireland","Boys",10.3,141.2
"4811","Ireland","Boys",9.2,139.8
"4812","Ireland","Boys",9.8,141.3
"4813","Ireland","Boys",9.2,136.2
"4814","Ireland","Boys",14.6,169.9
"4815","Ireland","Boys",14.2,168.1
"4816","Ireland","Boys",8.9,134.7
"4817","Ireland","Boys",10.7,147.1
"4818","Ireland","Boys",14.8,171.4
"4819","Ireland","Boys",5,112.6
"4820","Ireland","Boys",11.9,153.5
"4821","Ireland","Boys",5,115.6
"4822","Ireland","Boys",15.2,171.4
"4823","Ireland","Boys",5.8,116.9
"4824","Ireland","Boys",18.8,183.3
"4825","Ireland","Boys",16.1,178.1
"4826","Ireland","Boys",14.5,171.3
"4827","Ireland","Boys",5.4,116.2
"4828","Ireland","Boys",5.3,120.5
"4829","Ireland","Boys",15.9,177.7
"4830","Ireland","Boys",16.2,175.9
"4831","Ireland","Boys",14.1,163.3
"4832","Ireland","Boys",17.7,177.7
"4833","Ireland","Boys",11.2,152.7
"4834","Ireland","Boys",15.9,173.3
"4835","Ireland","Boys",11.3,146
"4836","Ireland","Boys",5.8,120.5
"4837","Ireland","Boys",8.4,129.2
"4838","Ireland","Boys",6.7,125.6
"4839","Ireland","Boys",10.3,146.3
"4840","Ireland","Boys",10.2,143.2
"4841","Ireland","Boys",13.1,159.8
"4842","Ireland","Boys",15.6,181.4
"4843","Ireland","Boys",9.2,135.7
"4844","Ireland","Boys",9.8,139
"4845","Ireland","Boys",17.9,176.7
"4846","Ireland","Boys",13.6,167.4
"4847","Ireland","Boys",9.9,144.3
"4848","Ireland","Boys",11.3,147.3
"4849","Ireland","Boys",7.1,128.4
"4850","Ireland","Boys",8.9,140.2
"4851","Ireland","Boys",10.9,147.6
"4852","Ireland","Boys",6.3,125.3
"4853","Ireland","Boys",18.3,178.1
"4854","Ireland","Boys",14.2,171.8
"4855","Ireland","Boys",15.4,172.9
"4856","Ireland","Boys",12.5,160.4
"4857","Ireland","Boys",9.6,141.7
"4858","Ireland","Boys",8.4,137.8
"4859","Ireland","Boys",7.3,128.3
"4860","Ireland","Boys",13.3,162.4
"4861","Ireland","Boys",16,177.2
"4862","Ireland","Boys",8.2,132.4
"4863","Ireland","Boys",11.4,150.4
"4864","Ireland","Boys",5.1,114.4
"4865","Ireland","Boys",16,170.1
"4866","Ireland","Boys",6.1,123.5
"4867","Ireland","Boys",12.7,153.1
"4868","Ireland","Boys",16.4,176.6
"4869","Ireland","Boys",8,132.6
"4870","Ireland","Boys",6.7,126.6
"4871","Ireland","Boys",7.2,126.7
"4872","Ireland","Boys",8.5,134.8
"4873","Ireland","Boys",17.5,173.1
"4874","Ireland","Boys",17,174.2
"4875","Ireland","Boys",15.1,174.8
"4876","Ireland","Boys",7.8,131.8
"4877","Ireland","Boys",8.6,135
"4878","Ireland","Boys",11.2,152.7
"4879","Ireland","Boys",9,137.3
"4880","Ireland","Boys",11.5,155
"4881","Ireland","Boys",6.8,126.6
"4882","Ireland","Boys",6.4,124.3
"4883","Ireland","Boys",12.6,156.9
"4884","Ireland","Boys",7.4,125.3
"4885","Ireland","Boys",14.3,166.3
"4886","Ireland","Boys",13.2,163.7
"4887","Ireland","Boys",16.4,177.3
"4888","Ireland","Boys",7.3,131.1
"4889","Ireland","Boys",6,122.2
"4890","Ireland","Boys",6.3,122.5
"4891","Ireland","Boys",7.4,124
"4892","Ireland","Boys",12.3,156.3
"4893","Ireland","Boys",17.3,172.2
"4894","Ireland","Boys",13.6,173.7
"4895","Ireland","Boys",14.3,165.6
"4896","Ireland","Boys",17.4,176
"4897","Ireland","Boys",9.4,139.3
"4898","Ireland","Boys",16.2,178.7
"4899","Ireland","Boys",17.5,170.1
"4900","Ireland","Boys",7.2,126.6
"4901","Ireland","Boys",6.7,123.5
"4902","Ireland","Boys",9,137.8
"4903","Ireland","Boys",16,171.9
"4904","Ireland","Boys",10.2,142.8
"4905","Ireland","Boys",17.9,180.8
"4906","Ireland","Boys",13.9,168.4
"4907","Ireland","Boys",16.5,177
"4908","Ireland","Boys",10.6,146.3
"4909","Ireland","Boys",7,127.2
"4910","Ireland","Boys",6.9,126.2
"4911","Ireland","Boys",17.1,173.3
"4912","Ireland","Boys",18.3,174.3
"4913","Ireland","Boys",18.2,174.7
"4914","Ireland","Boys",18,182
"4915","Ireland","Boys",11.9,153.2
"4916","Ireland","Boys",8.5,131.8
"4917","Ireland","Boys",12.7,154.2
"4918","Ireland","Boys",9.9,140.9
"4919","Ireland","Boys",17.5,171.1
"4920","Ireland","Boys",9.7,139.8
"4921","Ireland","Boys",15.3,172.9
"4922","Ireland","Boys",8.7,136.1
"4923","Ireland","Boys",10.3,145.8
"4924","Ireland","Boys",12.4,156.2
"4925","Ireland","Boys",11.8,152.5
"4926","Ireland","Boys",18.5,177.3
"4927","Ireland","Boys",9.2,136.9
"4928","Ireland","Boys",7.3,126.9
"4929","Ireland","Boys",16,173.5
"4930","Ireland","Boys",16.2,177.6
"4931","Ireland","Boys",12.7,161.5
"4932","Ireland","Boys",15.6,170.9
"4933","Ireland","Boys",14.7,174.1
"4934","Ireland","Boys",7.7,132.2
"4935","Ireland","Boys",16.1,171.5
"4936","Ireland","Boys",13.7,165.5
"4937","Ireland","Boys",9.6,144.8
"4938","Ireland","Boys",12.6,159.5
"4939","Ireland","Boys",18.5,178.9
"4940","Ireland","Boys",11.7,152.9
"4941","Ireland","Boys",15.4,172.5
"4942","Ireland","Boys",12.7,156.2
"4943","Ireland","Boys",12.5,158
"4944","Ireland","Boys",8,130.3
"4945","Ireland","Boys",9.6,139
"4946","Ireland","Boys",13,163.8
"4947","Ireland","Boys",14.6,174
"4948","Ireland","Boys",18.8,182.6
"4949","Ireland","Boys",16.4,179.8
"4950","Ireland","Boys",17.1,179
"4951","Ireland","Boys",10.7,145.5
"4952","Ireland","Boys",8.1,129.1
"4953","Ireland","Boys",9.4,138.6
"4954","Ireland","Boys",18.3,179.4
"4955","Ireland","Boys",13.5,168.6
"4956","Ireland","Boys",7.4,126.9
"4957","Ireland","Boys",9.9,138.7
"4958","Ireland","Boys",17.5,178.4
"4959","Ireland","Boys",15.7,172.1
"4960","Ireland","Boys",13,160.8
"4961","Ireland","Boys",8.4,130.6
"4962","Ireland","Boys",11.7,152.3
"4963","Ireland","Boys",12.3,154.7
"4964","Ireland","Boys",5.2,118
"4965","Ireland","Boys",14.8,171.3
"4966","Ireland","Boys",9.6,141.8
"4967","Ireland","Boys",13,160.2
"4968","Ireland","Boys",14.2,165.4
"4969","Ireland","Boys",11.4,149.7
"4970","Ireland","Boys",17.1,181.1
"4971","Ireland","Boys",11.6,149.9
"4972","Ireland","Boys",8,130.3
"4973","Ireland","Boys",7.1,125.8
"4974","Ireland","Boys",7.3,125.3
"4975","Ireland","Boys",7.2,127.9
"4976","Ireland","Boys",5.8,117.4
"4977","Ireland","Boys",13.8,166.7
"4978","Ireland","Boys",13.6,162
"4979","Ireland","Boys",7.1,127.6
"4980","Ireland","Boys",8,131
"4981","Ireland","Boys",17.1,181.3
"4982","Ireland","Boys",9,134
"4983","Ireland","Boys",16.6,175.3
"4984","Ireland","Boys",18.6,175.6
"4985","Ireland","Boys",15,177
"4986","Ireland","Boys",12.8,158.7
"4987","Ireland","Boys",13.8,161.3
"4988","Ireland","Boys",15.5,173.2
"4989","Ireland","Boys",17.9,177.2
"4990","Ireland","Boys",16.1,173.6
"4991","Ireland","Boys",16.3,176.5
"4992","Ireland","Boys",17.4,179
"4993","Ireland","Boys",13.7,164.4
"4994","Ireland","Boys",5.7,117.2
"4995","Ireland","Boys",18.5,173.1
"4996","Ireland","Boys",17.8,176.6
"4997","Ireland","Boys",7.6,127.6
"4998","Ireland","Boys",14.9,169.7
"4999","Ireland","Boys",5.8,120.2
"5000","Ireland","Boys",14.9,168.8
"5001","Ireland","Boys",12.4,160.3
"5002","Ireland","Boys",16.7,174
"5003","Ireland","Boys",8.5,132.2
"5004","Ireland","Boys",10.5,141.9
"5005","Ireland","Boys",7.3,128.4
"5006","Ireland","Boys",12.6,157.8
"5007","Ireland","Boys",18.8,178.8
"5008","Ireland","Boys",17.3,174.9
"5009","Ireland","Boys",14.6,165.2
"5010","Ireland","Boys",17.2,171.4
"5011","Ireland","Boys",12,154.2
"5012","Ireland","Boys",5.8,121.8
"5013","Ireland","Boys",13.8,165
"5014","Ireland","Boys",11.7,158.5
"5015","Ireland","Boys",13.6,161.6
"5016","Ireland","Boys",17.5,170.1
"5017","Ireland","Boys",8.7,138.7
"5018","Ireland","Boys",9.3,139.9
"5019","Ireland","Boys",9.7,141.8
"5020","Ireland","Boys",17.1,175
"5021","Ireland","Boys",14.6,166.4
"5022","Ireland","Boys",14.5,168.5
"5023","Ireland","Boys",6,117.9
"5024","Ireland","Boys",15.2,179.5
"5025","Ireland","Boys",18.8,182.8
"5026","Ireland","Boys",9,132.9
"5027","Ireland","Boys",14.9,171.6
"5028","Ireland","Boys",14.6,168.3
"5029","Ireland","Boys",17.2,174.6
"5030","Ireland","Boys",14.9,168.1
"5031","Ireland","Boys",9.3,139.6
"5032","Ireland","Boys",15.1,180.2
"5033","Ireland","Boys",14.2,166.8
"5034","Ireland","Boys",9.2,137.1
"5035","Ireland","Boys",8.2,130.2
"5036","Ireland","Boys",13.1,160
"5037","Ireland","Boys",10.1,142.4
"5038","Ireland","Boys",11,144.7
"5039","Ireland","Boys",11.3,151.7
"5040","Ireland","Boys",14,160.9
"5041","Ireland","Boys",12.3,154.5
"5042","Ireland","Boys",9.3,141.6
"5043","Ireland","Boys",8.4,132.4
"5044","Ireland","Boys",16.8,181.4
"5045","Ireland","Boys",6.5,124.5
"5046","Ireland","Boys",17.8,178.3
"5047","Ireland","Boys",14,166.9
"5048","Ireland","Boys",18.5,180
"5049","Ireland","Boys",18.2,176.3
"5050","Ireland","Boys",16,176.2
"5051","Ireland","Boys",7,125.3
"5052","Ireland","Boys",12.5,161
"5053","Ireland","Boys",7.1,132.6
"5054","Ireland","Boys",8.2,135.8
"5055","Ireland","Boys",11.8,148.7
"5056","Ireland","Boys",9.5,138.1
"5057","Ireland","Boys",13.7,167.5
"5058","Ireland","Boys",7.2,128.3
"5059","Ireland","Boys",10.5,147.4
"5060","Ireland","Boys",18.4,178.7
"5061","Ireland","Boys",16.3,174.4
"5062","Ireland","Boys",17,172.7
"5063","Ireland","Boys",9.5,136.8
"5064","Ireland","Boys",11.1,145.7
"5065","Ireland","Boys",12.4,158.4
"5066","Ireland","Boys",13.3,168.1
"5067","Ireland","Boys",7.2,126.2
"5068","Ireland","Boys",6,116.5
"5069","Ireland","Boys",16.6,184.1
"5070","Ireland","Boys",18.2,176
"5071","Ireland","Boys",14.5,168.4
"5072","Ireland","Boys",10.7,147.9
"5073","Ireland","Boys",17.9,175.4
"5074","Ireland","Boys",16.2,179.4
"5075","Ireland","Boys",16.6,180.2
"5076","Ireland","Boys",12.6,153.9
"5077","Ireland","Boys",5.2,114
"5078","Ireland","Boys",12,152.1
"5079","Ireland","Boys",11.6,150.6
"5080","Ireland","Boys",6.4,121.4
"5081","Ireland","Boys",7.3,127.1
"5082","Ireland","Boys",7,124.8
"5083","Ireland","Boys",10.7,146.4
"5084","Ireland","Boys",12.6,155
"5085","Ireland","Boys",9.6,144.4
"5086","Ireland","Boys",16.4,176.8
"5087","Ireland","Boys",8.7,137.3
"5088","Ireland","Boys",8.9,139.6
"5089","Ireland","Boys",16.3,175.4
"5090","Ireland","Boys",18.9,177.3
"5091","Ireland","Boys",11.3,147.8
"5092","Ireland","Boys",14.2,166.4
"5093","Ireland","Boys",13.3,167.5
"5094","Ireland","Boys",9.7,143.7
"5095","Ireland","Boys",8.2,133.5
"5096","Ireland","Boys",14.5,167.8
"5097","Ireland","Boys",6.7,126.7
"5098","Ireland","Boys",12.8,164.4
"5099","Ireland","Boys",12.6,159.2
"5100","Ireland","Boys",8.4,135.3
